CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Cluster,Cluster_Label
15443,14,7,3236.91,5,5,5,555,15,Champion,0,At Risk / Dormant
15444,10,2,1418.26,5,3,4,534,12,Loyal Customer,0,At Risk / Dormant
15445,266,1,113.5,1,1,1,111,3,Lost,1,Lost / Inactive
15447,332,1,155.17,1,1,1,111,3,Lost,1,Lost / Inactive
15448,314,1,494.64,1,1,3,113,5,Lost,1,Lost / Inactive
15449,28,3,974.52,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
15450,91,1,429.84,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
15452,61,3,538.73,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
15453,58,7,1388.37,3,5,4,354,12,Loyal Customer,0,At Risk / Dormant
15454,364,1,179.1,1,1,1,111,3,Lost,1,Lost / Inactive
15456,342,3,447.22,1,3,2,132,6,At Risk,1,Lost / Inactive
15457,264,1,237.07,1,1,1,111,3,Lost,1,Lost / Inactive
15458,27,1,161.64,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
15460,356,1,216.76,1,1,1,111,3,Lost,1,Lost / Inactive
15462,145,3,234.6,2,3,1,231,6,At Risk,0,At Risk / Dormant
15463,61,1,126.14,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15464,224,1,1048.85,1,1,4,114,6,Lost,1,Lost / Inactive
15465,5,18,7354.62,5,5,5,555,15,Champion,2,Loyal / Regular
15466,87,1,334.53,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
15467,11,3,524.88,5,3,3,533,11,Loyal Customer,0,At Risk / Dormant
15468,53,2,467.51,3,3,2,332,8,Loyal Customer,0,At Risk / Dormant
15469,33,2,538.55,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
15471,152,1,469.48,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
15472,115,1,371.56,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
15473,1,7,1771.2,5,5,4,554,14,Champion,0,At Risk / Dormant
15475,79,1,454.10999999999996,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
15478,42,2,1441.42,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
15480,118,1,905.5,2,1,3,213,6,Needs Attention,0,At Risk / Dormant
15482,17,12,11054.96,5,5,5,555,15,Champion,2,Loyal / Regular
15483,268,4,233.81,1,4,1,141,6,At Risk,1,Lost / Inactive
15484,20,4,3594.31,4,4,5,445,13,Champion,0,At Risk / Dormant
15485,91,3,2575.0,2,3,5,235,10,At Risk,0,At Risk / Dormant
15488,124,1,91.32000000000001,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
15489,6,3,1134.28,5,3,4,534,12,Loyal Customer,0,At Risk / Dormant
15491,102,6,3100.09,2,5,5,255,12,At Risk,0,At Risk / Dormant
15492,30,2,659.4599999999999,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
15493,151,5,2001.8,2,4,4,244,10,At Risk,0,At Risk / Dormant
15494,23,2,1299.23,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
15497,19,2,1262.2,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
15498,6,27,13316.4,5,5,5,555,15,Champion,2,Loyal / Regular
15500,20,4,1131.56,4,4,4,444,12,Champion,0,At Risk / Dormant
15502,17,12,10384.93,5,5,5,555,15,Champion,2,Loyal / Regular
15503,364,1,147.09,1,1,1,111,3,Lost,1,Lost / Inactive
15504,83,1,52.83,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15505,54,5,3610.96,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
15506,24,3,979.26,4,3,4,434,11,Loyal Customer,0,At Risk / Dormant
15507,173,1,492.36,2,1,3,213,6,Needs Attention,1,Lost / Inactive
15508,227,6,1000.27,1,5,4,154,10,At Risk,1,Lost / Inactive
15510,332,1,250.0,1,1,1,111,3,Lost,1,Lost / Inactive
15511,13,5,909.23,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
15512,157,2,121.0,2,3,1,231,6,At Risk,0,At Risk / Dormant
15513,6,19,14758.220000000001,5,5,5,555,15,Champion,2,Loyal / Regular
15514,14,11,4139.46,5,5,5,555,15,Champion,0,At Risk / Dormant
15516,46,3,62.43,3,3,1,331,7,Loyal Customer,0,At Risk / Dormant
15517,235,1,267.03,1,1,2,112,4,Lost,1,Lost / Inactive
15518,40,8,1942.45,4,5,4,454,13,Champion,0,At Risk / Dormant
15520,121,1,343.5,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
15521,36,8,3000.2,4,5,5,455,14,Champion,0,At Risk / Dormant
15522,89,2,398.84,2,3,2,232,7,At Risk,0,At Risk / Dormant
15523,86,1,412.01000000000005,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
15524,26,1,440.0,4,1,2,412,7,Potential Loyalist,0,At Risk / Dormant
15525,19,3,825.92,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
15526,183,2,148.44,2,3,1,231,6,At Risk,1,Lost / Inactive
15527,20,8,2429.78,4,5,5,455,14,Champion,0,At Risk / Dormant
15528,256,1,229.33,1,1,1,111,3,Lost,1,Lost / Inactive
15529,24,11,3995.23,4,5,5,455,14,Champion,0,At Risk / Dormant
15530,23,4,1502.35,4,4,4,444,12,Champion,0,At Risk / Dormant
15531,90,2,2007.44,2,3,4,234,9,At Risk,0,At Risk / Dormant
15532,27,4,1580.93,4,4,4,444,12,Champion,0,At Risk / Dormant
15533,21,3,807.57,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
15535,175,4,536.4,2,4,3,243,9,At Risk,1,Lost / Inactive
15537,165,1,110.92,2,1,1,211,4,Needs Attention,1,Lost / Inactive
15539,302,1,538.46,1,1,3,113,5,Lost,1,Lost / Inactive
15540,13,1,213.3,5,1,1,511,7,Potential Loyalist,0,At Risk / Dormant
15541,116,1,85.13000000000001,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
15543,290,1,127.86,1,1,1,111,3,Lost,1,Lost / Inactive
15544,3,9,3546.71,5,5,5,555,15,Champion,0,At Risk / Dormant
15545,56,2,292.71999999999997,3,3,2,332,8,Loyal Customer,0,At Risk / Dormant
15547,32,14,4954.84,4,5,5,455,14,Champion,2,Loyal / Regular
15549,79,3,1693.26,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
15550,39,4,575.63,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
15551,275,1,436.06,1,1,2,112,4,Lost,1,Lost / Inactive
15552,189,1,90.12,2,1,1,211,4,Needs Attention,1,Lost / Inactive
15553,62,1,437.23,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
15554,161,1,217.2,2,1,1,211,4,Needs Attention,1,Lost / Inactive
15555,1,16,4805.17,5,5,5,555,15,Champion,2,Loyal / Regular
15556,26,1,279.77,4,1,2,412,7,Potential Loyalist,0,At Risk / Dormant
15557,30,1,473.65000000000003,4,1,2,412,7,Potential Loyalist,0,At Risk / Dormant
15561,13,4,800.59,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
15562,353,1,134.55,1,1,1,111,3,Lost,1,Lost / Inactive
15563,24,4,1400.44,4,4,4,444,12,Champion,0,At Risk / Dormant
15565,52,2,173.16,3,3,1,331,7,Loyal Customer,0,At Risk / Dormant
15567,20,1,186.01,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
15568,46,3,758.29,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
15569,40,5,1375.71,4,4,4,444,12,Champion,0,At Risk / Dormant
15570,12,12,4165.52,5,5,5,555,15,Champion,0,At Risk / Dormant
15571,13,4,650.4300000000001,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
15572,27,7,2552.86,4,5,5,455,14,Champion,0,At Risk / Dormant
15573,87,2,607.45,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
15574,179,4,702.25,2,4,3,243,9,At Risk,1,Lost / Inactive
15576,303,1,940.6700000000001,1,1,3,113,5,Lost,1,Lost / Inactive
15577,34,3,258.88,4,3,2,432,9,Loyal Customer,0,At Risk / Dormant
15578,164,1,127.1,2,1,1,211,4,Needs Attention,1,Lost / Inactive
15579,304,2,348.6,1,3,2,132,6,At Risk,1,Lost / Inactive
15581,33,13,3679.9700000000003,4,5,5,455,14,Champion,0,At Risk / Dormant
15582,26,3,682.9100000000001,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
15584,25,4,725.11,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
15585,178,1,455.3,2,1,2,212,5,Needs Attention,1,Lost / Inactive
15587,32,4,913.6800000000001,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
15589,257,3,478.53000000000003,1,3,2,132,6,At Risk,1,Lost / Inactive
15592,48,1,388.58,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
15593,72,1,199.8,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15594,17,5,1771.78,5,4,4,544,13,Champion,0,At Risk / Dormant
15596,97,5,1406.59,2,4,4,244,10,At Risk,0,At Risk / Dormant
15597,244,1,324.57,1,1,2,112,4,Lost,1,Lost / Inactive
15598,55,1,240.68,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15599,28,2,761.74,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
15601,13,14,6776.56,5,5,5,555,15,Champion,2,Loyal / Regular
15602,23,9,1297.8700000000001,4,5,4,454,13,Champion,0,At Risk / Dormant
15603,80,1,48.480000000000004,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15604,54,1,216.39,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15605,32,5,1198.23,4,4,4,444,12,Champion,0,At Risk / Dormant
15606,3,9,2920.16,5,5,5,555,15,Champion,0,At Risk / Dormant
15607,163,1,104.76,2,1,1,211,4,Needs Attention,1,Lost / Inactive
15608,30,4,1093.68,4,4,4,444,12,Champion,0,At Risk / Dormant
15609,127,1,298.48,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
15610,53,1,112.46000000000001,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15611,11,13,1591.45,5,5,4,554,14,Champion,0,At Risk / Dormant
15612,92,2,195.15,2,3,1,231,6,At Risk,0,At Risk / Dormant
15615,12,23,10399.74,5,5,5,555,15,Champion,2,Loyal / Regular
15618,124,4,776.851,2,4,3,243,9,At Risk,0,At Risk / Dormant
15619,12,1,336.40000000000003,5,1,2,512,8,Potential Loyalist,0,At Risk / Dormant
15620,58,3,1553.18,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
15621,13,4,1293.03,5,4,4,544,13,Champion,0,At Risk / Dormant
15622,45,9,3709.56,3,5,5,355,13,Loyal Customer,0,At Risk / Dormant
15623,142,1,301.03,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
15624,118,4,588.13,2,4,3,243,9,At Risk,0,At Risk / Dormant
15625,105,4,1534.26,2,4,4,244,10,At Risk,0,At Risk / Dormant
15626,76,2,675.8,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
15628,26,9,2870.2400000000002,4,5,5,455,14,Champion,0,At Risk / Dormant
15630,47,2,1186.35,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
15632,17,8,3285.31,5,5,5,555,15,Champion,0,At Risk / Dormant
15634,19,1,243.55,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
15636,32,2,724.76,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
15637,54,1,223.36,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15639,136,1,425.32,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
15640,18,15,12515.66,5,5,5,555,15,Champion,2,Loyal / Regular
15641,107,4,1887.2,2,4,4,244,10,At Risk,0,At Risk / Dormant
15643,311,3,664.0,1,3,3,133,7,At Risk,1,Lost / Inactive
15644,168,4,813.0,2,4,3,243,9,At Risk,1,Lost / Inactive
15645,20,1,612.01,4,1,3,413,8,Potential Loyalist,0,At Risk / Dormant
15646,160,3,447.64000000000004,2,3,2,232,7,At Risk,0,At Risk / Dormant
15648,206,2,657.35,1,3,3,133,7,At Risk,1,Lost / Inactive
15649,163,2,816.0,2,3,3,233,8,At Risk,1,Lost / Inactive
15651,262,3,646.3,1,3,3,133,7,At Risk,1,Lost / Inactive
15652,93,1,337.74,2,1,2,212,5,Needs Attention,0,At Risk / Dormant
15653,117,2,877.4399999999999,2,3,3,233,8,At Risk,0,At Risk / Dormant
15654,11,2,922.53,5,3,3,533,11,Loyal Customer,0,At Risk / Dormant
15655,68,1,560.67,3,1,3,313,7,Needs Attention,0,At Risk / Dormant
15656,47,4,748.5,3,4,3,343,10,Loyal Customer,0,At Risk / Dormant
15657,24,1,30.0,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
15658,199,5,1024.1000000000001,1,4,4,144,9,At Risk,1,Lost / Inactive
15659,45,1,306.45,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
15660,27,9,1600.86,4,5,4,454,13,Champion,0,At Risk / Dormant
15661,224,2,309.8,1,3,2,132,6,At Risk,1,Lost / Inactive
15663,108,1,138.14,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
15664,52,1,386.43,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
15665,68,2,2242.01,3,3,5,335,11,Loyal Customer,0,At Risk / Dormant
15667,41,1,301.32,4,1,2,412,7,Potential Loyalist,0,At Risk / Dormant
15668,189,1,76.32000000000001,2,1,1,211,4,Needs Attention,1,Lost / Inactive
15669,42,4,684.34,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
15670,298,1,173.05,1,1,1,111,3,Lost,1,Lost / Inactive
15671,20,7,2657.13,4,5,5,455,14,Champion,0,At Risk / Dormant
15673,2,4,2881.02,5,4,5,545,14,Champion,0,At Risk / Dormant
15674,67,5,2446.6,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
15675,83,3,323.69,3,3,2,332,8,Loyal Customer,0,At Risk / Dormant
15676,20,3,3435.76,4,3,5,435,12,Loyal Customer,0,At Risk / Dormant
15677,51,1,657.23,3,1,3,313,7,Needs Attention,0,At Risk / Dormant
15678,54,1,352.7,3,1,2,312,6,Needs Attention,0,At Risk / Dormant
15679,26,4,781.28,4,4,3,443,11,Loyal Customer,0,At Risk / Dormant
15680,11,3,1333.68,5,3,4,534,12,Loyal Customer,0,At Risk / Dormant
15681,27,5,1426.16,4,4,4,444,12,Champion,0,At Risk / Dormant
15683,119,1,193.75,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
15687,25,9,2993.1,4,5,5,455,14,Champion,0,At Risk / Dormant
15689,3,2,254.1,5,3,2,532,10,Loyal Customer,0,At Risk / Dormant
15690,102,2,239.76,2,3,1,231,6,At Risk,0,At Risk / Dormant
15691,341,1,136.8,1,1,1,111,3,Lost,1,Lost / Inactive
15692,30,1,191.04,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
15694,27,14,6479.4,4,5,5,455,14,Champion,2,Loyal / Regular
15695,268,2,409.98,1,3,2,132,6,At Risk,1,Lost / Inactive
15696,81,8,2736.46,3,5,5,355,13,Loyal Customer,0,At Risk / Dormant
15699,19,1,309.65,4,1,2,412,7,Potential Loyalist,0,At Risk / Dormant
15700,174,2,696.68,2,3,3,233,8,At Risk,1,Lost / Inactive
15701,75,4,1542.14,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15703,266,1,211.5,1,1,1,111,3,Lost,1,Lost / Inactive
15704,128,4,2293.62,2,4,5,245,11,At Risk,0,At Risk / Dormant
15705,203,1,143.1,1,1,1,111,3,Lost,1,Lost / Inactive
15706,77,4,1060.56,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15707,45,4,945.58,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15708,42,7,3364.2400000000002,4,5,5,455,14,Champion,0,At Risk / Dormant
15709,342,1,133.25,1,1,1,111,3,Lost,1,Lost / Inactive
15712,11,5,1072.3600000000001,5,4,4,544,13,Champion,0,At Risk / Dormant
15713,145,2,356.7,2,3,2,232,7,At Risk,0,At Risk / Dormant
15714,13,2,330.88,5,3,2,532,10,Loyal Customer,0,At Risk / Dormant
15716,147,4,1118.81,2,4,4,244,10,At Risk,0,At Risk / Dormant
15717,236,1,150.3,1,1,1,111,3,Lost,1,Lost / Inactive
15719,153,13,5045.61,2,5,5,255,12,At Risk,0,At Risk / Dormant
15720,26,1,598.73,4,1,3,413,8,Potential Loyalist,0,At Risk / Dormant
15721,13,1,507.08,5,1,3,513,9,Potential Loyalist,0,At Risk / Dormant
15722,110,5,2222.56,2,4,5,245,11,At Risk,0,At Risk / Dormant
15723,425,1,203.1,1,1,1,111,3,Lost,1,Lost / Inactive
15724,203,2,218.25,1,3,1,131,5,At Risk,1,Lost / Inactive
15725,17,1,415.25,5,1,2,512,8,Potential Loyalist,0,At Risk / Dormant
15727,10,7,5178.96,5,5,5,555,15,Champion,0,At Risk / Dormant
15729,36,1,85.0,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
15730,124,3,1120.88,2,3,4,234,9,At Risk,0,At Risk / Dormant
15732,36,2,294.12,4,3,2,432,9,Loyal Customer,0,At Risk / Dormant
15733,311,1,162.3,1,1,1,111,3,Lost,1,Lost / Inactive
15734,116,2,1339.45,2,3,4,234,9,At Risk,0,At Risk / Dormant
15737,16,8,1205.1200000000001,5,5,4,554,14,Champion,0,At Risk / Dormant
15738,20,16,4812.42,4,5,5,455,14,Champion,2,Loyal / Regular
15739,245,1,449.12,1,1,2,112,4,Lost,1,Lost / Inactive
15740,51,1,154.88,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15743,18,4,784.46,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
15744,79,1,34.8,3,1,1,311,5,Needs Attention,0,At Risk / Dormant
15745,21,4,1094.59,4,4,4,444,12,Champion,0,At Risk / Dormant
15746,136,1,196.88,2,1,1,211,4,Needs Attention,0,At Risk / Dormant
15747,14,3,974.04,5,3,4,534,12,Loyal Customer,0,At Risk / Dormant
15748,42,1,149.31,4,1,1,411,6,Potential Loyalist,0,At Risk / Dormant
15749,40,3,44534.3,4,3,5,435,12,Loyal Customer,2,Loyal / Regular
15750,16,8,2465.48,5,5,5,555,15,Champion,0,At Risk / Dormant
15752,41,7,2637.38,4,5,5,455,14,Champion,0,At Risk / Dormant
15753,131,1,79.2,2,2,1,221,5,Needs Attention,0,At Risk / Dormant
15754,53,3,458.57,3,3,2,332,8,Loyal Customer,0,At Risk / Dormant
15755,2,6,2364.25,5,5,5,555,15,Champion,0,At Risk / Dormant
15756,65,4,532.96,3,4,3,343,10,Loyal Customer,0,At Risk / Dormant
15757,189,2,714.42,2,3,3,233,8,At Risk,1,Lost / Inactive
15758,26,1,205.25,4,2,1,421,7,Potential Loyalist,0,At Risk / Dormant
15759,220,3,253.04,1,4,2,142,7,At Risk,1,Lost / Inactive
15762,79,2,583.75,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
15763,79,2,1086.92,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
15764,1,6,3279.97,5,5,5,555,15,Champion,0,At Risk / Dormant
15766,184,1,315.06,2,2,2,222,6,Needs Attention,1,Lost / Inactive
15768,117,3,621.8299999999999,2,4,3,243,9,At Risk,0,At Risk / Dormant
15769,42,26,56252.72,4,5,5,455,14,Champion,2,Loyal / Regular
15773,243,1,635.6800000000001,1,2,3,123,6,Lost,1,Lost / Inactive
15774,304,1,270.8,1,2,2,122,5,Lost,1,Lost / Inactive
15775,129,1,104.9,2,2,1,221,5,Needs Attention,0,At Risk / Dormant
15776,135,1,241.62,2,2,1,221,5,Needs Attention,0,At Risk / Dormant
15777,7,4,1047.11,5,4,4,544,13,Champion,0,At Risk / Dormant
15780,37,3,475.28000000000003,4,4,2,442,10,Loyal Customer,0,At Risk / Dormant
15781,27,3,345.46,4,4,2,442,10,Loyal Customer,0,At Risk / Dormant
15782,11,3,2614.7400000000002,5,4,5,545,14,Champion,0,At Risk / Dormant
15783,12,1,246.3,5,2,1,521,8,Potential Loyalist,0,At Risk / Dormant
15785,153,5,2328.9700000000003,2,4,5,245,11,At Risk,0,At Risk / Dormant
15786,48,3,4932.2,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
15787,28,3,948.05,4,4,4,444,12,Champion,0,At Risk / Dormant
15789,360,1,351.3,1,2,2,122,5,Lost,1,Lost / Inactive
15790,12,1,220.85,5,2,1,521,8,Potential Loyalist,0,At Risk / Dormant
15791,45,2,1612.69,3,3,4,334,10,Loyal Customer,0,At Risk / Dormant
15793,16,3,965.61,5,4,4,544,13,Champion,0,At Risk / Dormant
15795,151,1,610.01,2,2,3,223,7,Needs Attention,0,At Risk / Dormant
15796,19,8,2711.56,4,5,5,455,14,Champion,0,At Risk / Dormant
15797,97,4,2207.4,2,4,5,245,11,At Risk,0,At Risk / Dormant
15799,77,3,884.14,3,4,3,343,10,Loyal Customer,0,At Risk / Dormant
15800,109,2,699.08,2,3,3,233,8,At Risk,0,At Risk / Dormant
15801,48,3,1063.95,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15802,144,1,451.42,2,2,2,222,6,Needs Attention,0,At Risk / Dormant
15803,53,1,415.82000000000005,3,2,2,322,7,Needs Attention,0,At Risk / Dormant
15804,13,13,4206.39,5,5,5,555,15,Champion,0,At Risk / Dormant
15805,25,17,5528.4800000000005,4,5,5,455,14,Champion,2,Loyal / Regular
15806,48,3,784.58,3,4,3,343,10,Loyal Customer,0,At Risk / Dormant
15807,52,3,903.9,3,4,3,343,10,Loyal Customer,0,At Risk / Dormant
15808,192,4,3734.9700000000003,1,4,5,145,10,At Risk,1,Lost / Inactive
15809,70,5,515.77,3,4,3,343,10,Loyal Customer,0,At Risk / Dormant
15810,80,4,1391.98,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15811,24,6,2218.62,4,5,5,455,14,Champion,0,At Risk / Dormant
15812,34,5,1801.14,4,4,4,444,12,Champion,0,At Risk / Dormant
15813,209,2,1303.9099999999999,1,3,4,134,8,At Risk,1,Lost / Inactive
15814,18,4,1945.33,5,4,4,544,13,Champion,0,At Risk / Dormant
15815,36,5,2100.6,4,4,5,445,13,Champion,0,At Risk / Dormant
15819,51,4,1905.45,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15820,321,1,206.98,1,2,1,121,4,Lost,1,Lost / Inactive
15821,46,2,570.96,3,3,3,333,9,Loyal Customer,0,At Risk / Dormant
15822,182,2,885.47,2,3,3,233,8,At Risk,1,Lost / Inactive
15823,667,1,15.0,1,2,1,121,4,Lost,1,Lost / Inactive
15825,174,1,532.94,2,2,3,223,7,Needs Attention,1,Lost / Inactive
15826,58,3,1654.31,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15827,75,14,1836.0900000000001,3,5,4,354,12,Loyal Customer,0,At Risk / Dormant
15829,142,2,636.14,2,3,3,233,8,At Risk,0,At Risk / Dormant
15830,303,1,576.0,1,2,3,123,6,Lost,1,Lost / Inactive
15831,1,3,801.76,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
15832,256,1,836.79,1,2,3,123,6,Lost,1,Lost / Inactive
15834,72,4,2233.75,3,4,5,345,12,Loyal Customer,0,At Risk / Dormant
15835,46,4,954.09,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15836,52,1,137.37,3,2,1,321,6,Needs Attention,0,At Risk / Dormant
15837,184,1,391.98,2,2,2,222,6,Needs Attention,1,Lost / Inactive
15838,13,19,33643.08,5,5,5,555,15,Champion,2,Loyal / Regular
15839,82,3,1048.49,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15840,1,2,355.56,5,3,2,532,10,Loyal Customer,0,At Risk / Dormant
15841,74,4,1224.06,3,4,4,344,11,Loyal Customer,0,At Risk / Dormant
15843,100,1,118.95000000000002,2,2,1,221,5,Needs Attention,0,At Risk / Dormant
15844,48,1,130.73999999999998,3,2,1,321,6,Needs Attention,0,At Risk / Dormant
15845,19,8,3711.77,4,5,5,455,14,Champion,0,At Risk / Dormant
15847,290,2,389.27,1,3,2,132,6,At Risk,1,Lost / Inactive
15850,21,2,238.85,4,3,1,431,8,Loyal Customer,0,At Risk / Dormant
15852,188,2,160.71,2,3,1,231,6,At Risk,1,Lost / Inactive
15853,53,1,110.8,3,2,1,321,6,Needs Attention,0,At Risk / Dormant
15854,88,12,2974.65,2,5,5,255,12,At Risk,0,At Risk / Dormant
15855,96,5,712.24,2,4,3,243,9,At Risk,0,At Risk / Dormant
15856,34,27,16387.57,4,5,5,455,14,Champion,2,Loyal / Regular
15857,20,1,297.0,4,2,2,422,8,Potential Loyalist,0,At Risk / Dormant
15858,17,5,1438.85,5,4,4,544,13,Champion,0,At Risk / Dormant
15860,42,8,977.21,4,5,4,454,13,Champion,0,At Risk / Dormant
15861,14,8,3165.36,5,5,5,555,15,Champion,0,At Risk / Dormant
15862,114,4,832.88,2,4,3,243,9,At Risk,0,At Risk / Dormant
15863,27,2,68.84,4,3,1,431,8,Loyal Customer,0,At Risk / Dormant
15864,24,6,1936.3200000000002,4,5,4,454,13,Champion,0,At Risk / Dormant
15865,2,3,895.13,5,4,3,543,12,Loyal Customer,0,At Risk / Dormant
15866,103,1,230.53,2,2,1,221,5,Needs Attention,0,At Risk / Dormant
15867,24,15,3812.64,4,5,5,455,14,Champion,2,Loyal / Regular
15869,160,2,149.64,2,3,1,231,6,At Risk,1,Lost / Inactive
15870,153,1,354.09000000000003,2,2,2,222,6,Needs Attention,0,At Risk / Dormant
15872,16,2,360.93,5,3,2,532,10,Loyal Customer,0,At Risk / Dormant
15874,129,7,4405.88,2,5,5,255,12,At Risk,0,At Risk / Dormant
15877,19,2,493.28,4,3,3,433,10,Loyal Customer,0,At Risk / Dormant
15880,578,1,343.28000000000003,1,2,2,122,5,Lost,1,Lost / Inactive
15881,314,5,501.39000000000004,1,4,3,143,8,At Risk,1,Lost / Inactive
15882,200,4,516.36,1,4,3,143,8,At Risk,1,Lost / Inactive
15883,152,2,396.48,2,3,2,232,7,At Risk,0,At Risk / Dormant
15885,124,3,379.35,2,4,2,242,8,At Risk,0,At Risk / Dormant
15886,62,1,181.09,3,2,1,321,6,Needs Attention,0,At Risk / Dormant
15888,82,1,168.31,3,2,1,321,6,Needs Attention,0,At Risk / Dormant
15889,187,2,446.87,2,3,2,232,7,At Risk,1,Lost / Inactive
15891,228,1,524.52,1,2,3,123,6,Lost,1,Lost / Inactive
15894,255,2,263.55,1,3,2,132,6,At Risk,1,Lost / Inactive
15895,151,1,179.17,2,2,1,221,5,Needs Attention,0,At Risk / Dormant
15897,196,2,222.05,1,3,1,131,5,At Risk,1,Lost / Inactive
15898,121,5,1388.88,2,4,4,244,10,At Risk,0,At Risk / Dormant
15899,547,1,56.25,1,2,1,121,4,Lost,1,Lost / Inactive
15900,25,1,351.11,4,2,2,422,8,Potential Loyalist,0,At Risk / Dormant
15901,18,3,363.88,5,4,2,542,11,Loyal Customer,0,At Risk / Dormant
15903,11,7,5126.76,5,5,5,555,15,Champion,0,At Risk / Dormant
15904,333,1,164.68,1,2,1,121,4,Lost,1,Lost / Inactive
15906,21,7,1567.69,4,5,4,454,13,Champion,0,At Risk / Dormant
15907,178,3,967.45,2,4,4,244,10,At Risk,1,Lost / Inactive
15909,175,1,191.94,2,2,1,221,5,Needs Attention,1,Lost / Inactive
15910,17,8,1232.18,5,5,4,554,14,Champion,0,At Risk / Dormant
15912,180,2,264.62,2,3,2,232,7,At Risk,1,Lost / Inactive
15916,18,8,1528.09,5,5,4,554,14,Champion,0,At Risk / Dormant
15917,190,1,123.1,1,2,1,121,4,Lost,1,Lost / Inactive
15918,273,2,334.23,1,3,2,132,6,At Risk,1,Lost / Inactive
